Early embryo	Middle embryo	Late embryo
ENSMUSG00000048919	ENSMUSG00000082683	ENSMUSG00000022754
ENSMUSG00000035121	ENSMUSG00000075053	ENSMUSG00000001663
ENSMUSG00000045378	ENSMUSG00000081034	ENSMUSG00000097184
ENSMUSG00000090069	ENSMUSG00000022704	ENSMUSG00000084110
ENSMUSG00000022359	ENSMUSG00000094017	ENSMUSG00000029664
ENSMUSG00000060450	ENSMUSG00000083081	ENSMUSG00000042707
ENSMUSG00000098030	ENSMUSG00000077524	ENSMUSG00000090215
ENSMUSG00000021545	ENSMUSG00000085043	ENSMUSG00000072625
ENSMUSG00000046610	ENSMUSG00000065158	ENSMUSG00000063796
ENSMUSG00000083188	ENSMUSG00000092627	ENSMUSG00000047250
ENSMUSG00000021690	ENSMUSG00000026926	ENSMUSG00000046879
ENSMUSG00000062743	ENSMUSG00000089726	ENSMUSG00000003420
ENSMUSG00000018920	ENSMUSG00000020359	ENSMUSG00000031443
ENSMUSG00000018415	ENSMUSG00000022061	ENSMUSG00000031618
ENSMUSG00000046782	ENSMUSG00000082174	ENSMUSG00000087691
ENSMUSG00000085134	ENSMUSG00000082411	ENSMUSG00000026104
ENSMUSG00000026082	ENSMUSG00000048377	ENSMUSG00000030089
ENSMUSG00000090385	ENSMUSG00000082254	ENSMUSG00000074912
ENSMUSG00000096408	ENSMUSG00000086876	ENSMUSG00000042895
ENSMUSG00000087374	ENSMUSG00000018286	ENSMUSG00000038213
ENSMUSG00000083873	ENSMUSG00000086907	ENSMUSG00000031373
ENSMUSG00000027104	ENSMUSG00000033228	ENSMUSG00000028001
ENSMUSG00000025716	ENSMUSG00000081103	ENSMUSG00000034837
ENSMUSG00000047539	ENSMUSG00000078621	ENSMUSG00000032259
ENSMUSG00000091725	ENSMUSG00000029594	ENSMUSG00000031230
ENSMUSG00000056487	ENSMUSG00000086173	ENSMUSG00000007122
ENSMUSG00000079429	ENSMUSG00000027427	ENSMUSG00000079488
ENSMUSG00000026889	ENSMUSG00000073207	ENSMUSG00000052629
ENSMUSG00000076613	ENSMUSG00000089598	ENSMUSG00000029919
ENSMUSG00000033826	ENSMUSG00000064494	ENSMUSG00000034413
ENSMUSG00000026111	ENSMUSG00000075271	ENSMUSG00000092397
ENSMUSG00000083196	ENSMUSG00000042814	ENSMUSG00000087305
ENSMUSG00000042417	ENSMUSG00000073781	ENSMUSG00000053025
ENSMUSG00000036955	ENSMUSG00000083953	ENSMUSG00000027994
ENSMUSG00000071073	ENSMUSG00000058743	ENSMUSG00000056602
ENSMUSG00000087318	ENSMUSG00000007029	ENSMUSG00000026167
ENSMUSG00000021820	ENSMUSG00000085425	ENSMUSG00000031906
ENSMUSG00000095724	ENSMUSG00000073072	ENSMUSG00000036892
ENSMUSG00000049902	ENSMUSG00000092578	ENSMUSG00000030306
ENSMUSG00000074764	ENSMUSG00000061950	ENSMUSG00000039824
ENSMUSG00000034482	ENSMUSG00000082796	ENSMUSG00000050965
ENSMUSG00000025575	ENSMUSG00000090624	ENSMUSG00000046532
ENSMUSG00000014039	ENSMUSG00000028946	ENSMUSG00000046167
ENSMUSG00000097643	ENSMUSG00000082248	ENSMUSG00000022987
ENSMUSG00000021948	ENSMUSG00000031132	ENSMUSG00000086610
ENSMUSG00000087216	ENSMUSG00000097569	ENSMUSG00000078771
ENSMUSG00000032937	ENSMUSG00000080934	ENSMUSG00000029925
ENSMUSG00000094349	ENSMUSG00000026965	ENSMUSG00000078485
ENSMUSG00000095161	ENSMUSG00000087750	ENSMUSG00000041132
ENSMUSG00000025955	ENSMUSG00000065343	ENSMUSG00000032718
ENSMUSG00000062859	ENSMUSG00000094414	ENSMUSG00000058831
ENSMUSG00000091060	ENSMUSG00000083186	ENSMUSG00000029757
ENSMUSG00000090987	ENSMUSG00000080870	ENSMUSG00000000392
ENSMUSG00000071495	ENSMUSG00000084198	ENSMUSG00000024600
ENSMUSG00000022200	ENSMUSG00000021413	ENSMUSG00000019066
ENSMUSG00000034235	ENSMUSG00000073164	ENSMUSG00000041886
ENSMUSG00000026277	ENSMUSG00000047284	ENSMUSG00000041261
ENSMUSG00000092460	ENSMUSG00000027323	ENSMUSG00000074213
ENSMUSG00000082953	ENSMUSG00000093419	ENSMUSG00000039376
ENSMUSG00000040471	ENSMUSG00000084354	ENSMUSG00000039977
ENSMUSG00000022738	ENSMUSG00000065236	ENSMUSG00000042918
ENSMUSG00000017119	ENSMUSG00000086643	ENSMUSG00000040690
ENSMUSG00000092198	ENSMUSG00000086127	ENSMUSG00000048489
ENSMUSG00000002365	ENSMUSG00000064916	ENSMUSG00000029816
ENSMUSG00000046367	ENSMUSG00000029909	ENSMUSG00000079033
ENSMUSG00000090989	ENSMUSG00000021572	ENSMUSG00000056856
ENSMUSG00000049659	ENSMUSG00000095585	ENSMUSG00000033967
ENSMUSG00000045336	ENSMUSG00000068115	ENSMUSG00000031133
ENSMUSG00000093833	ENSMUSG00000056257	ENSMUSG00000024302
ENSMUSG00000096744	ENSMUSG00000018973	ENSMUSG00000015452
ENSMUSG00000096144	ENSMUSG00000044186	ENSMUSG00000039005
ENSMUSG00000046487	ENSMUSG00000094067	ENSMUSG00000041476
ENSMUSG00000095371	ENSMUSG00000064208	ENSMUSG00000023249
ENSMUSG00000010110	ENSMUSG00000023150	ENSMUSG00000060063
ENSMUSG00000092284	ENSMUSG00000086669	ENSMUSG00000032564
ENSMUSG00000087334	ENSMUSG00000040675	ENSMUSG00000048416
ENSMUSG00000097093	ENSMUSG00000071172	ENSMUSG00000050556
ENSMUSG00000094340	ENSMUSG00000026643	ENSMUSG00000060429
ENSMUSG00000022002	ENSMUSG00000088059	ENSMUSG00000022525
ENSMUSG00000086480	ENSMUSG00000093544	ENSMUSG00000024211
ENSMUSG00000090594	ENSMUSG00000036086	ENSMUSG00000019769
ENSMUSG00000091358	ENSMUSG00000062327	ENSMUSG00000055994
ENSMUSG00000078259	ENSMUSG00000052632	ENSMUSG00000097850
ENSMUSG00000039652	ENSMUSG00000020464	ENSMUSG00000085272
ENSMUSG00000091552	ENSMUSG00000024844	ENSMUSG00000029167
ENSMUSG00000048230	ENSMUSG00000028702	ENSMUSG00000030787
ENSMUSG00000079580	ENSMUSG00000063316	ENSMUSG00000042429
ENSMUSG00000041629	ENSMUSG00000052909	ENSMUSG00000045569
ENSMUSG00000022615	ENSMUSG00000019900	ENSMUSG00000026765
ENSMUSG00000042029	ENSMUSG00000089723	ENSMUSG00000011171
ENSMUSG00000051804	ENSMUSG00000031883	ENSMUSG00000079055
ENSMUSG00000097689	ENSMUSG00000065708	ENSMUSG00000033831
ENSMUSG00000048875	ENSMUSG00000082176	ENSMUSG00000032750
ENSMUSG00000033210	ENSMUSG00000096006	ENSMUSG00000031312
ENSMUSG00000092165	ENSMUSG00000065107	ENSMUSG00000033590
ENSMUSG00000091101	ENSMUSG00000081395	ENSMUSG00000089634
ENSMUSG00000052673	ENSMUSG00000088984	ENSMUSG00000027386
ENSMUSG00000060332	ENSMUSG00000093751	ENSMUSG00000048776
ENSMUSG00000081899	ENSMUSG00000041235	ENSMUSG00000064177
ENSMUSG00000024863	ENSMUSG00000082450	ENSMUSG00000090576
ENSMUSG00000020525	ENSMUSG00000020471	ENSMUSG00000031994
ENSMUSG00000041040	ENSMUSG00000053332	ENSMUSG00000032514
ENSMUSG00000085453	ENSMUSG00000042385	ENSMUSG00000090394
ENSMUSG00000040957	ENSMUSG00000092534	ENSMUSG00000033066
ENSMUSG00000069539	ENSMUSG00000021714	ENSMUSG00000060441
ENSMUSG00000044847	ENSMUSG00000014980	ENSMUSG00000055430
ENSMUSG00000090716	ENSMUSG00000096075	ENSMUSG00000032269
ENSMUSG00000040610	ENSMUSG00000097900	ENSMUSG00000028785
ENSMUSG00000097328	ENSMUSG00000095329	ENSMUSG00000097064
ENSMUSG00000050087	ENSMUSG00000048528	ENSMUSG00000090369
ENSMUSG00000071262	ENSMUSG00000088168	ENSMUSG00000031147
ENSMUSG00000068392	ENSMUSG00000085757	ENSMUSG00000057191
ENSMUSG00000085372	ENSMUSG00000044937	ENSMUSG00000037411
ENSMUSG00000087474	ENSMUSG00000090636	ENSMUSG00000031844
ENSMUSG00000094311	ENSMUSG00000020280	ENSMUSG00000037348
ENSMUSG00000097345	ENSMUSG00000038047	ENSMUSG00000097534
ENSMUSG00000096901	ENSMUSG00000098023	ENSMUSG00000089812
ENSMUSG00000048231	ENSMUSG00000082508	ENSMUSG00000036412
ENSMUSG00000075249	ENSMUSG00000082585	ENSMUSG00000044788
ENSMUSG00000039193	ENSMUSG00000062169	ENSMUSG00000069920
ENSMUSG00000001103	ENSMUSG00000098090	ENSMUSG00000017344
ENSMUSG00000026399	ENSMUSG00000095836	ENSMUSG00000037217
ENSMUSG00000032900	ENSMUSG00000051648	ENSMUSG00000090698
ENSMUSG00000082051	ENSMUSG00000066148	ENSMUSG00000045954
ENSMUSG00000072707	ENSMUSG00000031326	ENSMUSG00000035237
ENSMUSG00000087538	ENSMUSG00000019961	ENSMUSG00000022103
ENSMUSG00000095551	ENSMUSG00000047636	ENSMUSG00000061740
ENSMUSG00000026189	ENSMUSG00000038180	ENSMUSG00000044244
ENSMUSG00000079030	ENSMUSG00000059647	ENSMUSG00000024737
ENSMUSG00000075427	ENSMUSG00000088744	ENSMUSG00000041608
ENSMUSG00000091429	ENSMUSG00000083637	ENSMUSG00000035279
ENSMUSG00000097757	ENSMUSG00000071256	ENSMUSG00000046607
ENSMUSG00000048294	ENSMUSG00000093616	ENSMUSG00000034911
ENSMUSG00000087093	ENSMUSG00000083904	ENSMUSG00000057816
ENSMUSG00000093968	ENSMUSG00000024902	ENSMUSG00000000530
ENSMUSG00000045005	ENSMUSG00000078134	ENSMUSG00000031374
ENSMUSG00000019790	ENSMUSG00000081374	ENSMUSG00000028307
ENSMUSG00000026924	ENSMUSG00000088037	ENSMUSG00000042284
ENSMUSG00000086617	ENSMUSG00000008333	ENSMUSG00000031639
ENSMUSG00000002668	ENSMUSG00000037482	ENSMUSG00000020953
ENSMUSG00000081480	ENSMUSG00000088713	ENSMUSG00000036356
ENSMUSG00000094925	ENSMUSG00000022571	ENSMUSG00000056144
ENSMUSG00000073405	ENSMUSG00000026281	ENSMUSG00000017446
ENSMUSG00000027431	ENSMUSG00000082637	ENSMUSG00000042349
ENSMUSG00000033368	ENSMUSG00000098105	ENSMUSG00000087006
ENSMUSG00000075395	ENSMUSG00000095738	ENSMUSG00000049537
ENSMUSG00000082271	ENSMUSG00000096346	ENSMUSG00000030672
ENSMUSG00000094157	ENSMUSG00000088230	ENSMUSG00000020431
ENSMUSG00000057135	ENSMUSG00000091987	ENSMUSG00000085455
ENSMUSG00000021180	ENSMUSG00000040084	ENSMUSG00000073144
ENSMUSG00000094966	ENSMUSG00000006311	ENSMUSG00000035020
ENSMUSG00000080990	ENSMUSG00000028678	ENSMUSG00000045790
ENSMUSG00000046345	ENSMUSG00000093191	ENSMUSG00000052914
ENSMUSG00000091131	ENSMUSG00000073674	ENSMUSG00000089759
ENSMUSG00000085454	ENSMUSG00000065893	ENSMUSG00000083725
ENSMUSG00000086089	ENSMUSG00000035057	ENSMUSG00000030114
ENSMUSG00000038174	ENSMUSG00000077175	ENSMUSG00000031636
ENSMUSG00000091733	ENSMUSG00000087854	ENSMUSG00000037341
ENSMUSG00000041857	ENSMUSG00000057130	ENSMUSG00000037613
ENSMUSG00000036966	ENSMUSG00000084328	ENSMUSG00000013523
ENSMUSG00000097435	ENSMUSG00000026575	ENSMUSG00000009216
ENSMUSG00000071493	ENSMUSG00000097973	ENSMUSG00000097877
ENSMUSG00000020481	ENSMUSG00000081262	ENSMUSG00000045318
ENSMUSG00000095451	ENSMUSG00000048573	ENSMUSG00000047963
ENSMUSG00000093926	ENSMUSG00000047407	ENSMUSG00000022108
ENSMUSG00000059964	ENSMUSG00000026662	ENSMUSG00000028128
ENSMUSG00000050612	ENSMUSG00000073179	ENSMUSG00000025780
ENSMUSG00000017843	ENSMUSG00000064606	ENSMUSG00000086212
ENSMUSG00000050671	ENSMUSG00000073486	ENSMUSG00000032334
ENSMUSG00000049721	ENSMUSG00000023443	ENSMUSG00000028328
ENSMUSG00000090713	ENSMUSG00000075266	ENSMUSG00000097357
ENSMUSG00000004071	ENSMUSG00000041309	ENSMUSG00000021730
ENSMUSG00000058613	ENSMUSG00000087779	ENSMUSG00000028339
ENSMUSG00000090417	ENSMUSG00000020134	ENSMUSG00000030703
ENSMUSG00000093948	ENSMUSG00000084954	ENSMUSG00000027568
ENSMUSG00000035394	ENSMUSG00000084875	ENSMUSG00000040564
ENSMUSG00000075273	ENSMUSG00000083136	ENSMUSG00000017057
ENSMUSG00000074863	ENSMUSG00000080283	ENSMUSG00000022836
ENSMUSG00000086467	ENSMUSG00000047002	ENSMUSG00000079243
ENSMUSG00000055717	ENSMUSG00000024740	ENSMUSG00000025701
ENSMUSG00000017774	ENSMUSG00000096280	ENSMUSG00000090210
ENSMUSG00000026259	ENSMUSG00000095142	ENSMUSG00000048612
ENSMUSG00000024430	ENSMUSG00000094731	ENSMUSG00000030701
ENSMUSG00000042940	ENSMUSG00000088622	ENSMUSG00000075569
ENSMUSG00000021363	ENSMUSG00000040225	ENSMUSG00000024924
ENSMUSG00000090062	ENSMUSG00000024370	ENSMUSG00000046916
ENSMUSG00000039473	ENSMUSG00000092459	ENSMUSG00000031937
ENSMUSG00000078260	ENSMUSG00000093891	ENSMUSG00000039007
ENSMUSG00000096446	ENSMUSG00000081455	ENSMUSG00000006221
ENSMUSG00000024780	ENSMUSG00000089390	ENSMUSG00000023267
ENSMUSG00000089964	ENSMUSG00000063804	ENSMUSG00000029135
ENSMUSG00000055933	ENSMUSG00000049295	ENSMUSG00000038296
ENSMUSG00000054134	ENSMUSG00000068466	ENSMUSG00000010064
ENSMUSG00000066359	ENSMUSG00000097180	ENSMUSG00000022270
ENSMUSG00000092152	ENSMUSG00000026761	ENSMUSG00000030798
ENSMUSG00000022214	ENSMUSG00000037361	ENSMUSG00000032358
ENSMUSG00000097890	ENSMUSG00000011254	ENSMUSG00000043833
ENSMUSG00000025003	ENSMUSG00000035365	ENSMUSG00000091492
ENSMUSG00000046856	ENSMUSG00000071497	ENSMUSG00000001773
ENSMUSG00000020624	ENSMUSG00000081497	ENSMUSG00000032776
ENSMUSG00000075045	ENSMUSG00000053603	ENSMUSG00000044092
ENSMUSG00000067773	ENSMUSG00000083803	ENSMUSG00000022876
ENSMUSG00000047828	ENSMUSG00000083054	ENSMUSG00000036687
ENSMUSG00000092389	ENSMUSG00000000805	ENSMUSG00000057969
ENSMUSG00000090658	ENSMUSG00000034121	ENSMUSG00000027765
ENSMUSG00000020228	ENSMUSG00000092203	ENSMUSG00000085395
ENSMUSG00000092365	ENSMUSG00000096722	ENSMUSG00000031596
ENSMUSG00000097811	ENSMUSG00000022160	ENSMUSG00000071714
ENSMUSG00000035781	ENSMUSG00000057469	ENSMUSG00000030748
ENSMUSG00000043602	ENSMUSG00000093874	ENSMUSG00000031380
ENSMUSG00000086462	ENSMUSG00000046711	ENSMUSG00000043398
ENSMUSG00000079273	ENSMUSG00000097410	ENSMUSG00000047490
ENSMUSG00000049217	ENSMUSG00000025817	ENSMUSG00000040759
ENSMUSG00000093976	ENSMUSG00000035142	ENSMUSG00000047875
ENSMUSG00000002250	ENSMUSG00000020020	ENSMUSG00000030222
ENSMUSG00000082619	ENSMUSG00000056201	ENSMUSG00000028488
ENSMUSG00000072574	ENSMUSG00000024054	ENSMUSG00000035561
ENSMUSG00000072584	ENSMUSG00000021713	ENSMUSG00000030287
ENSMUSG00000060863	ENSMUSG00000096563	ENSMUSG00000033065
ENSMUSG00000052334	ENSMUSG00000026238	ENSMUSG00000044921
ENSMUSG00000084315	ENSMUSG00000080928	ENSMUSG00000059883
ENSMUSG00000098065	ENSMUSG00000087249	ENSMUSG00000054517
ENSMUSG00000055895	ENSMUSG00000009079	ENSMUSG00000039891
ENSMUSG00000084316	ENSMUSG00000033356	ENSMUSG00000086742
ENSMUSG00000098074	ENSMUSG00000074682	ENSMUSG00000055396
ENSMUSG00000084933	ENSMUSG00000084129	ENSMUSG00000029061
ENSMUSG00000098229	ENSMUSG00000021707	ENSMUSG00000029830
ENSMUSG00000069276	ENSMUSG00000065362	ENSMUSG00000030470
ENSMUSG00000026609	ENSMUSG00000060128	ENSMUSG00000092482
ENSMUSG00000042064	ENSMUSG00000074385	ENSMUSG00000031111
ENSMUSG00000022155	ENSMUSG00000021103	ENSMUSG00000074622
ENSMUSG00000021257	ENSMUSG00000074797	ENSMUSG00000036151
ENSMUSG00000087829	ENSMUSG00000085156	ENSMUSG00000064262
ENSMUSG00000006920	ENSMUSG00000003660	ENSMUSG00000073209
ENSMUSG00000021362	ENSMUSG00000027342	ENSMUSG00000030793
ENSMUSG00000063188	ENSMUSG00000026361	ENSMUSG00000009687
ENSMUSG00000063590	ENSMUSG00000082507	ENSMUSG00000038463
ENSMUSG00000004341	ENSMUSG00000000976	ENSMUSG00000029370
ENSMUSG00000089653	ENSMUSG00000041817	ENSMUSG00000032238
ENSMUSG00000038651	ENSMUSG00000053219	ENSMUSG00000037996
ENSMUSG00000048905	ENSMUSG00000020167	ENSMUSG00000025993
ENSMUSG00000050619	ENSMUSG00000024295	ENSMUSG00000060600
ENSMUSG00000085045	ENSMUSG00000040681	ENSMUSG00000097296
ENSMUSG00000054117	ENSMUSG00000083804	ENSMUSG00000024235
ENSMUSG00000020454	ENSMUSG00000034906	ENSMUSG00000042784
ENSMUSG00000057963	ENSMUSG00000093919	ENSMUSG00000002032
ENSMUSG00000068940	ENSMUSG00000046636	ENSMUSG00000093577
ENSMUSG00000093610	ENSMUSG00000021177	ENSMUSG00000032224
ENSMUSG00000057203	ENSMUSG00000020917	ENSMUSG00000006435
ENSMUSG00000074870	ENSMUSG00000020250	ENSMUSG00000026870
ENSMUSG00000095603	ENSMUSG00000078564	ENSMUSG00000097508
ENSMUSG00000072437	ENSMUSG00000082045	ENSMUSG00000030263
ENSMUSG00000069796	ENSMUSG00000095144	ENSMUSG00000085184
ENSMUSG00000090129	ENSMUSG00000093846	ENSMUSG00000032554
ENSMUSG00000056162	ENSMUSG00000021840	ENSMUSG00000030047
ENSMUSG00000026686	ENSMUSG00000007850	ENSMUSG00000086938
ENSMUSG00000080768	ENSMUSG00000046434	ENSMUSG00000039058
ENSMUSG00000091923	ENSMUSG00000074867	ENSMUSG00000036854
ENSMUSG00000081035	ENSMUSG00000096977	ENSMUSG00000029553
ENSMUSG00000010358	ENSMUSG00000015143	ENSMUSG00000051652
ENSMUSG00000053153	ENSMUSG00000094658	ENSMUSG00000032380
ENSMUSG00000085307	ENSMUSG00000048603	ENSMUSG00000029334
ENSMUSG00000083548	ENSMUSG00000085642	ENSMUSG00000033910
ENSMUSG00000079007	ENSMUSG00000026196	ENSMUSG00000036181
ENSMUSG00000080713	ENSMUSG00000071414	ENSMUSG00000028716
ENSMUSG00000043986	ENSMUSG00000065287	ENSMUSG00000040653
ENSMUSG00000076615	ENSMUSG00000023147	ENSMUSG00000048521
ENSMUSG00000094935	ENSMUSG00000067150	ENSMUSG00000001943
ENSMUSG00000067186	ENSMUSG00000019845	ENSMUSG00000031791
ENSMUSG00000091140	ENSMUSG00000082087	ENSMUSG00000005087
ENSMUSG00000000701	ENSMUSG00000014226	ENSMUSG00000028599
ENSMUSG00000020229	ENSMUSG00000065686	ENSMUSG00000026564
ENSMUSG00000076614	ENSMUSG00000095261	ENSMUSG00000082922
ENSMUSG00000050217	ENSMUSG00000006728	ENSMUSG00000024168
ENSMUSG00000092245	ENSMUSG00000041840	ENSMUSG00000072768
ENSMUSG00000084949	ENSMUSG00000094111	ENSMUSG00000031451
ENSMUSG00000095490	ENSMUSG00000005732	ENSMUSG00000008601
ENSMUSG00000061961	ENSMUSG00000079184	ENSMUSG00000031343
ENSMUSG00000093949	ENSMUSG00000040658	ENSMUSG00000027199
ENSMUSG00000090248	ENSMUSG00000070063	ENSMUSG00000032265
ENSMUSG00000051455	ENSMUSG00000022913	ENSMUSG00000028015
ENSMUSG00000092054	ENSMUSG00000026234	ENSMUSG00000026295
ENSMUSG00000072753	ENSMUSG00000022142	ENSMUSG00000043518
ENSMUSG00000089660	ENSMUSG00000034064	ENSMUSG00000053886
ENSMUSG00000094954	ENSMUSG00000095203	ENSMUSG00000028036
ENSMUSG00000097117	ENSMUSG00000024135	ENSMUSG00000004085
ENSMUSG00000020196	ENSMUSG00000027067	ENSMUSG00000036880
ENSMUSG00000087246	ENSMUSG00000068882	ENSMUSG00000046186
ENSMUSG00000038768	ENSMUSG00000003226	ENSMUSG00000020990
ENSMUSG00000014198	ENSMUSG00000056758	ENSMUSG00000041696
ENSMUSG00000097062	ENSMUSG00000027379	ENSMUSG00000014846
ENSMUSG00000071434	ENSMUSG00000042625	ENSMUSG00000035004
ENSMUSG00000083613	ENSMUSG00000081285	ENSMUSG00000018796
ENSMUSG00000097025	ENSMUSG00000050966	ENSMUSG00000005681
ENSMUSG00000022829	ENSMUSG00000047534	ENSMUSG00000031165
ENSMUSG00000018868	ENSMUSG00000040383	ENSMUSG00000021200
ENSMUSG00000096997	ENSMUSG00000025219	ENSMUSG00000028464
ENSMUSG00000085656	ENSMUSG00000094873	ENSMUSG00000028005
ENSMUSG00000053483	ENSMUSG00000082107	ENSMUSG00000045777
ENSMUSG00000098003	ENSMUSG00000000751	ENSMUSG00000040488
ENSMUSG00000086798	ENSMUSG00000025154	ENSMUSG00000015568
ENSMUSG00000085563	ENSMUSG00000020914	ENSMUSG00000023964
ENSMUSG00000079265	ENSMUSG00000021927	ENSMUSG00000004328
ENSMUSG00000086727	ENSMUSG00000024165	ENSMUSG00000028834
ENSMUSG00000020715	ENSMUSG00000024515	ENSMUSG00000041836
ENSMUSG00000085421	ENSMUSG00000013415	ENSMUSG00000028327
ENSMUSG00000059134	ENSMUSG00000020982	ENSMUSG00000027995
ENSMUSG00000026319	ENSMUSG00000020850	ENSMUSG00000030336
ENSMUSG00000039004	ENSMUSG00000041126	ENSMUSG00000017453
ENSMUSG00000056749	ENSMUSG00000022403	ENSMUSG00000001025
ENSMUSG00000073377	ENSMUSG00000034032	ENSMUSG00000052889
ENSMUSG00000097128	ENSMUSG00000045983	ENSMUSG00000024127
ENSMUSG00000023764	ENSMUSG00000025583	ENSMUSG00000053647
ENSMUSG00000073103	ENSMUSG00000020536	ENSMUSG00000093553
ENSMUSG00000045942	ENSMUSG00000025374	ENSMUSG00000031554
ENSMUSG00000040350	ENSMUSG00000061613	ENSMUSG00000044197
ENSMUSG00000096365	ENSMUSG00000043439	ENSMUSG00000027230
ENSMUSG00000044538	ENSMUSG00000041997	ENSMUSG00000028214
ENSMUSG00000026645	ENSMUSG00000071653	ENSMUSG00000038623
ENSMUSG00000024448	ENSMUSG00000039630	ENSMUSG00000028341
ENSMUSG00000026572	ENSMUSG00000020812	ENSMUSG00000042473
ENSMUSG00000089318	ENSMUSG00000072968	ENSMUSG00000033688
ENSMUSG00000013539	ENSMUSG00000073652	ENSMUSG00000060923
ENSMUSG00000086758	ENSMUSG00000021952	ENSMUSG00000029759
ENSMUSG00000086892	ENSMUSG00000039963	ENSMUSG00000040147
ENSMUSG00000022613	ENSMUSG00000035455	ENSMUSG00000026941
ENSMUSG00000075465	ENSMUSG00000019977	ENSMUSG00000086537
ENSMUSG00000056184	ENSMUSG00000025010	ENSMUSG00000031375
ENSMUSG00000034552	ENSMUSG00000056612	ENSMUSG00000038781
ENSMUSG00000021215	ENSMUSG00000017550	ENSMUSG00000041115
ENSMUSG00000097627	ENSMUSG00000080823	ENSMUSG00000073987
ENSMUSG00000087106	ENSMUSG00000084170	ENSMUSG00000074466
ENSMUSG00000062036	ENSMUSG00000019857	ENSMUSG00000058396
ENSMUSG00000084226	ENSMUSG00000084607	ENSMUSG00000031637
ENSMUSG00000085248	ENSMUSG00000012443	ENSMUSG00000043432
ENSMUSG00000086478	ENSMUSG00000071040	ENSMUSG00000032373
ENSMUSG00000086204	ENSMUSG00000041781	ENSMUSG00000086844
ENSMUSG00000087056	ENSMUSG00000024666	ENSMUSG00000064325
ENSMUSG00000086835	ENSMUSG00000084221	ENSMUSG00000053297
ENSMUSG00000075512	ENSMUSG00000022401	ENSMUSG00000031196
ENSMUSG00000058835	ENSMUSG00000041415	ENSMUSG00000031775
ENSMUSG00000092142	ENSMUSG00000059552	ENSMUSG00000049154
ENSMUSG00000085472	ENSMUSG00000026439	ENSMUSG00000029228
ENSMUSG00000045575	ENSMUSG00000026605	ENSMUSG00000074364
ENSMUSG00000085330	ENSMUSG00000055612	ENSMUSG00000029832
ENSMUSG00000070383	ENSMUSG00000025395	ENSMUSG00000038068
ENSMUSG00000083777	ENSMUSG00000098178	ENSMUSG00000043991
ENSMUSG00000074913	ENSMUSG00000001440	ENSMUSG00000042312
ENSMUSG00000043060	ENSMUSG00000065262	ENSMUSG00000021822
ENSMUSG00000094379	ENSMUSG00000036167	ENSMUSG00000001604
ENSMUSG00000069476	ENSMUSG00000081043	ENSMUSG00000075585
ENSMUSG00000091680	ENSMUSG00000020089	ENSMUSG00000060802
ENSMUSG00000053375	ENSMUSG00000024067	ENSMUSG00000074457
ENSMUSG00000091569	ENSMUSG00000019960	ENSMUSG00000038422
ENSMUSG00000022347	ENSMUSG00000083900	ENSMUSG00000057103
ENSMUSG00000052812	ENSMUSG00000026565	ENSMUSG00000060559
ENSMUSG00000094543	ENSMUSG00000033581	ENSMUSG00000029650
ENSMUSG00000061411	ENSMUSG00000020873	ENSMUSG00000026208
ENSMUSG00000050102	ENSMUSG00000023018	ENSMUSG00000057315
ENSMUSG00000085770	ENSMUSG00000022369	ENSMUSG00000001349
ENSMUSG00000062282	ENSMUSG00000067608	ENSMUSG00000032262
ENSMUSG00000025558	ENSMUSG00000049916	ENSMUSG00000028980
ENSMUSG00000061952	ENSMUSG00000001150	ENSMUSG00000008540
ENSMUSG00000068221	ENSMUSG00000071192	ENSMUSG00000043621
ENSMUSG00000074991	ENSMUSG00000024542	ENSMUSG00000044867
ENSMUSG00000086222	ENSMUSG00000039994	ENSMUSG00000027580
ENSMUSG00000051081	ENSMUSG00000022568	ENSMUSG00000097567
ENSMUSG00000063971	ENSMUSG00000022101	ENSMUSG00000085558
ENSMUSG00000042540	ENSMUSG00000051934	ENSMUSG00000024981
ENSMUSG00000090211	ENSMUSG00000073554	ENSMUSG00000006154
ENSMUSG00000093814	ENSMUSG00000078184	ENSMUSG00000060703
ENSMUSG00000084981	ENSMUSG00000022718	ENSMUSG00000040181
ENSMUSG00000045391	ENSMUSG00000050243	ENSMUSG00000093598
ENSMUSG00000084901	ENSMUSG00000025162	ENSMUSG00000002346
ENSMUSG00000059460	ENSMUSG00000042426	ENSMUSG00000031842
ENSMUSG00000031233	ENSMUSG00000018379	ENSMUSG00000044986
ENSMUSG00000003053	ENSMUSG00000041483	ENSMUSG00000045031
ENSMUSG00000038179	ENSMUSG00000037608	ENSMUSG00000000326
ENSMUSG00000060630	ENSMUSG00000074781	ENSMUSG00000059325
ENSMUSG00000086827	ENSMUSG00000033257	ENSMUSG00000026879
ENSMUSG00000045007	ENSMUSG00000020705	ENSMUSG00000031805
ENSMUSG00000098070	ENSMUSG00000027381	ENSMUSG00000085887
ENSMUSG00000079890	ENSMUSG00000026274	ENSMUSG00000052605
ENSMUSG00000069540	ENSMUSG00000024968	ENSMUSG00000001131
ENSMUSG00000062128	ENSMUSG00000087164	ENSMUSG00000015354
ENSMUSG00000082459	ENSMUSG00000002055	ENSMUSG00000029999
ENSMUSG00000021224	ENSMUSG00000087072	ENSMUSG00000027257
ENSMUSG00000097196	ENSMUSG00000019837	ENSMUSG00000033400
