Early embryo	Middle embryo	Late embryo
ENSMUSG00000044005	ENSMUSG00000041064	ENSMUSG00000087500
ENSMUSG00000095869	ENSMUSG00000081888	ENSMUSG00000031980
ENSMUSG00000017837	ENSMUSG00000000295	ENSMUSG00000070704
ENSMUSG00000092174	ENSMUSG00000032119	ENSMUSG00000068151
ENSMUSG00000084211	ENSMUSG00000097135	ENSMUSG00000041828
ENSMUSG00000096718	ENSMUSG00000073007	ENSMUSG00000010122
ENSMUSG00000040482	ENSMUSG00000087449	ENSMUSG00000051590
ENSMUSG00000040746	ENSMUSG00000097821	ENSMUSG00000001027
ENSMUSG00000026388	ENSMUSG00000031107	ENSMUSG00000037921
ENSMUSG00000040822	ENSMUSG00000069376	ENSMUSG00000027249
ENSMUSG00000081610	ENSMUSG00000057354	ENSMUSG00000095675
ENSMUSG00000020184	ENSMUSG00000040669	ENSMUSG00000037129
ENSMUSG00000067522	ENSMUSG00000061244	ENSMUSG00000074235
ENSMUSG00000097369	ENSMUSG00000028718	ENSMUSG00000049872
ENSMUSG00000043801	ENSMUSG00000087784	ENSMUSG00000040017
ENSMUSG00000020712	ENSMUSG00000066979	ENSMUSG00000027801
ENSMUSG00000059105	ENSMUSG00000053560	ENSMUSG00000071562
ENSMUSG00000022652	ENSMUSG00000071650	ENSMUSG00000025213
ENSMUSG00000096662	ENSMUSG00000034551	ENSMUSG00000041479
ENSMUSG00000014767	ENSMUSG00000072738	ENSMUSG00000049008
ENSMUSG00000021635	ENSMUSG00000001228	ENSMUSG00000074647
ENSMUSG00000082495	ENSMUSG00000055609	ENSMUSG00000004613
ENSMUSG00000009555	ENSMUSG00000068957	ENSMUSG00000039552
ENSMUSG00000070034	ENSMUSG00000086133	ENSMUSG00000038357
ENSMUSG00000053205	ENSMUSG00000030309	ENSMUSG00000006522
ENSMUSG00000025616	ENSMUSG00000063810	ENSMUSG00000076749
ENSMUSG00000023982	ENSMUSG00000083104	ENSMUSG00000026574
ENSMUSG00000021929	ENSMUSG00000001517	ENSMUSG00000030474
ENSMUSG00000026289	ENSMUSG00000025665	ENSMUSG00000025952
ENSMUSG00000066983	ENSMUSG00000063801	ENSMUSG00000019772
ENSMUSG00000087643	ENSMUSG00000070167	ENSMUSG00000024680
ENSMUSG00000052293	ENSMUSG00000028654	ENSMUSG00000026650
ENSMUSG00000082295	ENSMUSG00000064841	ENSMUSG00000043441
ENSMUSG00000024622	ENSMUSG00000071719	ENSMUSG00000045868
ENSMUSG00000090843	ENSMUSG00000031715	ENSMUSG00000097157
ENSMUSG00000025130	ENSMUSG00000090539	ENSMUSG00000023393
ENSMUSG00000025137	ENSMUSG00000097559	ENSMUSG00000034159
ENSMUSG00000042207	ENSMUSG00000059040	ENSMUSG00000076867
ENSMUSG00000082738	ENSMUSG00000033732	ENSMUSG00000025888
ENSMUSG00000047298	ENSMUSG00000073737	ENSMUSG00000024300
ENSMUSG00000093485	ENSMUSG00000063870	ENSMUSG00000067242
ENSMUSG00000022257	ENSMUSG00000005225	ENSMUSG00000038745
ENSMUSG00000046934	ENSMUSG00000067430	ENSMUSG00000016024
ENSMUSG00000023048	ENSMUSG00000029911	ENSMUSG00000024899
ENSMUSG00000097033	ENSMUSG00000085725	ENSMUSG00000032081
ENSMUSG00000020400	ENSMUSG00000081752	ENSMUSG00000097673
ENSMUSG00000055413	ENSMUSG00000094811	ENSMUSG00000044429
ENSMUSG00000091548	ENSMUSG00000085028	ENSMUSG00000030219
ENSMUSG00000035086	ENSMUSG00000032852	ENSMUSG00000028713
ENSMUSG00000067352	ENSMUSG00000029202	ENSMUSG00000005994
ENSMUSG00000004069	ENSMUSG00000071723	ENSMUSG00000025887
ENSMUSG00000067736	ENSMUSG00000079225	ENSMUSG00000035944
ENSMUSG00000021221	ENSMUSG00000038126	ENSMUSG00000029155
ENSMUSG00000097405	ENSMUSG00000087104	ENSMUSG00000084859
ENSMUSG00000015127	ENSMUSG00000085675	ENSMUSG00000085500
ENSMUSG00000018428	ENSMUSG00000081600	ENSMUSG00000029306
ENSMUSG00000024137	ENSMUSG00000080775	ENSMUSG00000034783
ENSMUSG00000085802	ENSMUSG00000031568	ENSMUSG00000096606
ENSMUSG00000082390	ENSMUSG00000030942	ENSMUSG00000052688
ENSMUSG00000022957	ENSMUSG00000030199	ENSMUSG00000040483
ENSMUSG00000019795	ENSMUSG00000085443	ENSMUSG00000016942
ENSMUSG00000090252	ENSMUSG00000068141	ENSMUSG00000031621
ENSMUSG00000094843	ENSMUSG00000063445	ENSMUSG00000039236
ENSMUSG00000073631	ENSMUSG00000082826	ENSMUSG00000056494
ENSMUSG00000082247	ENSMUSG00000048668	ENSMUSG00000000724
ENSMUSG00000024186	ENSMUSG00000082988	ENSMUSG00000032292
ENSMUSG00000026255	ENSMUSG00000092036	ENSMUSG00000071984
ENSMUSG00000021814	ENSMUSG00000098224	ENSMUSG00000086319
ENSMUSG00000019864	ENSMUSG00000064493	ENSMUSG00000024675
ENSMUSG00000074811	ENSMUSG00000083074	ENSMUSG00000082677
ENSMUSG00000046753	ENSMUSG00000083557	ENSMUSG00000033355
ENSMUSG00000039901	ENSMUSG00000081974	ENSMUSG00000059898
ENSMUSG00000079455	ENSMUSG00000032469	ENSMUSG00000069516
ENSMUSG00000034247	ENSMUSG00000097072	ENSMUSG00000072596
ENSMUSG00000002845	ENSMUSG00000074476	ENSMUSG00000047819
ENSMUSG00000097381	ENSMUSG00000093862	ENSMUSG00000070390
ENSMUSG00000096740	ENSMUSG00000079311	ENSMUSG00000057596
ENSMUSG00000020962	ENSMUSG00000048007	ENSMUSG00000044770
ENSMUSG00000048248	ENSMUSG00000066057	ENSMUSG00000027887
ENSMUSG00000024209	ENSMUSG00000029629	ENSMUSG00000068011
ENSMUSG00000082845	ENSMUSG00000063550	ENSMUSG00000028544
ENSMUSG00000078954	ENSMUSG00000082872	ENSMUSG00000003379
ENSMUSG00000059920	ENSMUSG00000056735	ENSMUSG00000035352
ENSMUSG00000097827	ENSMUSG00000057990	ENSMUSG00000058019
ENSMUSG00000086646	ENSMUSG00000048015	ENSMUSG00000040314
ENSMUSG00000021636	ENSMUSG00000064032	ENSMUSG00000082513
ENSMUSG00000047832	ENSMUSG00000098192	ENSMUSG00000029102
ENSMUSG00000052593	ENSMUSG00000079469	ENSMUSG00000006344
ENSMUSG00000085818	ENSMUSG00000045071	ENSMUSG00000018211
ENSMUSG00000096024	ENSMUSG00000092253	ENSMUSG00000091172
ENSMUSG00000025880	ENSMUSG00000081217	ENSMUSG00000029541
ENSMUSG00000085550	ENSMUSG00000098111	ENSMUSG00000029304
ENSMUSG00000073406	ENSMUSG00000081126	ENSMUSG00000021708
ENSMUSG00000024180	ENSMUSG00000097234	ENSMUSG00000048939
ENSMUSG00000005580	ENSMUSG00000027811	ENSMUSG00000032066
ENSMUSG00000055067	ENSMUSG00000022580	ENSMUSG00000078616
ENSMUSG00000025226	ENSMUSG00000081111	ENSMUSG00000067206
ENSMUSG00000059842	ENSMUSG00000046798	ENSMUSG00000030148
ENSMUSG00000077184	ENSMUSG00000035125	ENSMUSG00000085171
ENSMUSG00000083171	ENSMUSG00000096023	ENSMUSG00000055775
ENSMUSG00000059625	ENSMUSG00000078370	ENSMUSG00000054958
ENSMUSG00000042628	ENSMUSG00000082592	ENSMUSG00000085604
ENSMUSG00000092224	ENSMUSG00000036098	ENSMUSG00000091412
ENSMUSG00000003354	ENSMUSG00000031939	ENSMUSG00000024659
ENSMUSG00000086161	ENSMUSG00000084860	ENSMUSG00000071335
ENSMUSG00000035242	ENSMUSG00000087377	ENSMUSG00000040283
ENSMUSG00000003068	ENSMUSG00000028165	ENSMUSG00000031927
ENSMUSG00000021020	ENSMUSG00000031403	ENSMUSG00000081488
ENSMUSG00000091277	ENSMUSG00000003190	ENSMUSG00000084956
ENSMUSG00000041255	ENSMUSG00000031220	ENSMUSG00000034456
ENSMUSG00000074634	ENSMUSG00000020571	ENSMUSG00000017002
ENSMUSG00000025138	ENSMUSG00000083268	ENSMUSG00000045827
ENSMUSG00000037253	ENSMUSG00000048164	ENSMUSG00000054545
ENSMUSG00000059436	ENSMUSG00000016624	ENSMUSG00000058099
ENSMUSG00000052031	ENSMUSG00000082879	ENSMUSG00000087476
ENSMUSG00000084390	ENSMUSG00000095677	ENSMUSG00000022758
ENSMUSG00000036045	ENSMUSG00000064193	ENSMUSG00000046242
ENSMUSG00000087515	ENSMUSG00000090994	ENSMUSG00000027875
ENSMUSG00000000318	ENSMUSG00000039917	ENSMUSG00000090124
ENSMUSG00000025815	ENSMUSG00000098019	ENSMUSG00000028862
ENSMUSG00000021385	ENSMUSG00000047635	ENSMUSG00000047180
ENSMUSG00000022472	ENSMUSG00000031860	ENSMUSG00000064109
ENSMUSG00000005982	ENSMUSG00000098240	ENSMUSG00000019577
ENSMUSG00000026816	ENSMUSG00000083930	ENSMUSG00000094091
ENSMUSG00000021665	ENSMUSG00000068259	ENSMUSG00000033044
ENSMUSG00000092190	ENSMUSG00000081996	ENSMUSG00000029268
ENSMUSG00000082453	ENSMUSG00000064796	ENSMUSG00000061742
ENSMUSG00000034765	ENSMUSG00000057895	ENSMUSG00000045392
ENSMUSG00000063450	ENSMUSG00000075033	ENSMUSG00000011118
ENSMUSG00000094870	ENSMUSG00000092134	ENSMUSG00000039438
ENSMUSG00000019848	ENSMUSG00000033157	ENSMUSG00000045620
ENSMUSG00000058816	ENSMUSG00000095432	ENSMUSG00000030717
ENSMUSG00000093924	ENSMUSG00000007415	ENSMUSG00000071567
ENSMUSG00000093525	ENSMUSG00000066232	ENSMUSG00000067780
ENSMUSG00000017405	ENSMUSG00000020186	ENSMUSG00000022965
ENSMUSG00000022432	ENSMUSG00000071343	ENSMUSG00000069893
ENSMUSG00000025727	ENSMUSG00000028976	ENSMUSG00000073489
ENSMUSG00000058755	ENSMUSG00000014551	ENSMUSG00000062760
ENSMUSG00000026848	ENSMUSG00000005649	ENSMUSG00000031461
ENSMUSG00000041199	ENSMUSG00000098113	ENSMUSG00000044199
ENSMUSG00000079267	ENSMUSG00000069094	ENSMUSG00000086706
ENSMUSG00000020661	ENSMUSG00000006850	ENSMUSG00000034810
ENSMUSG00000089937	ENSMUSG00000071866	ENSMUSG00000031610
ENSMUSG00000047731	ENSMUSG00000054910	ENSMUSG00000087040
ENSMUSG00000094566	ENSMUSG00000037725	ENSMUSG00000019932
ENSMUSG00000081543	ENSMUSG00000097206	ENSMUSG00000075296
ENSMUSG00000004364	ENSMUSG00000032215	ENSMUSG00000015890
ENSMUSG00000094114	ENSMUSG00000028284	ENSMUSG00000095893
ENSMUSG00000017718	ENSMUSG00000030980	ENSMUSG00000061959
ENSMUSG00000023047	ENSMUSG00000058355	ENSMUSG00000078922
ENSMUSG00000064063	ENSMUSG00000090559	ENSMUSG00000031250
ENSMUSG00000075419	ENSMUSG00000020899	ENSMUSG00000035296
ENSMUSG00000022960	ENSMUSG00000043140	ENSMUSG00000026321
ENSMUSG00000024207	ENSMUSG00000015488	ENSMUSG00000022212
ENSMUSG00000016181	ENSMUSG00000044997	ENSMUSG00000085629
ENSMUSG00000081402	ENSMUSG00000078592	ENSMUSG00000035951
ENSMUSG00000023979	ENSMUSG00000080076	ENSMUSG00000097354
ENSMUSG00000081952	ENSMUSG00000015579	ENSMUSG00000060268
ENSMUSG00000084094	ENSMUSG00000097155	ENSMUSG00000031070
ENSMUSG00000097229	ENSMUSG00000050677	ENSMUSG00000040522
ENSMUSG00000079108	ENSMUSG00000032477	ENSMUSG00000048424
ENSMUSG00000041238	ENSMUSG00000014907	ENSMUSG00000035923
ENSMUSG00000036500	ENSMUSG00000058388	ENSMUSG00000083083
ENSMUSG00000096912	ENSMUSG00000030796	ENSMUSG00000030156
ENSMUSG00000052681	ENSMUSG00000051220	ENSMUSG00000026874
ENSMUSG00000094103	ENSMUSG00000096810	ENSMUSG00000048721
ENSMUSG00000043702	ENSMUSG00000097504	ENSMUSG00000096062
ENSMUSG00000097799	ENSMUSG00000036180	ENSMUSG00000022901
ENSMUSG00000056288	ENSMUSG00000045377	ENSMUSG00000066058
ENSMUSG00000093043	ENSMUSG00000065642	ENSMUSG00000069072
ENSMUSG00000024404	ENSMUSG00000097388	ENSMUSG00000029343
ENSMUSG00000027465	ENSMUSG00000083783	ENSMUSG00000056966
ENSMUSG00000024101	ENSMUSG00000028549	ENSMUSG00000024164
ENSMUSG00000061207	ENSMUSG00000034311	ENSMUSG00000023020
ENSMUSG00000086380	ENSMUSG00000007030	ENSMUSG00000029275
ENSMUSG00000067519	ENSMUSG00000054836	ENSMUSG00000039084
ENSMUSG00000002733	ENSMUSG00000089890	ENSMUSG00000034833
ENSMUSG00000026915	ENSMUSG00000097954	ENSMUSG00000024481
ENSMUSG00000046675	ENSMUSG00000097772	ENSMUSG00000087410
ENSMUSG00000035235	ENSMUSG00000090459	ENSMUSG00000021388
ENSMUSG00000061751	ENSMUSG00000089072	ENSMUSG00000058470
ENSMUSG00000032842	ENSMUSG00000034218	ENSMUSG00000072849
ENSMUSG00000047044	ENSMUSG00000034330	ENSMUSG00000071392
ENSMUSG00000046994	ENSMUSG00000069727	ENSMUSG00000025185
ENSMUSG00000039738	ENSMUSG00000081265	ENSMUSG00000074151
ENSMUSG00000025907	ENSMUSG00000034192	ENSMUSG00000070423
ENSMUSG00000092702	ENSMUSG00000031982	ENSMUSG00000037780
ENSMUSG00000021944	ENSMUSG00000033227	ENSMUSG00000084806
ENSMUSG00000083519	ENSMUSG00000081605	ENSMUSG00000026051
ENSMUSG00000084273	ENSMUSG00000083710	ENSMUSG00000012889
ENSMUSG00000044957	ENSMUSG00000037070	ENSMUSG00000087149
ENSMUSG00000022560	ENSMUSG00000081969	ENSMUSG00000078920
ENSMUSG00000079470	ENSMUSG00000048728	ENSMUSG00000015437
ENSMUSG00000073399	ENSMUSG00000082252	ENSMUSG00000087057
ENSMUSG00000002791	ENSMUSG00000030970	ENSMUSG00000063683
ENSMUSG00000059288	ENSMUSG00000064982	ENSMUSG00000026069
ENSMUSG00000035367	ENSMUSG00000074746	ENSMUSG00000019905
ENSMUSG00000045374	ENSMUSG00000020875	ENSMUSG00000059305
ENSMUSG00000022113	ENSMUSG00000095042	ENSMUSG00000030607
ENSMUSG00000020743	ENSMUSG00000010376	ENSMUSG00000027776
ENSMUSG00000026857	ENSMUSG00000086753	ENSMUSG00000030510
ENSMUSG00000020634	ENSMUSG00000033596	ENSMUSG00000041660
ENSMUSG00000038290	ENSMUSG00000069008	ENSMUSG00000023349
ENSMUSG00000091730	ENSMUSG00000093560	ENSMUSG00000022357
ENSMUSG00000079138	ENSMUSG00000088208	ENSMUSG00000031853
ENSMUSG00000033382	ENSMUSG00000020522	ENSMUSG00000030142
ENSMUSG00000078651	ENSMUSG00000056445	ENSMUSG00000030789
ENSMUSG00000083485	ENSMUSG00000078162	ENSMUSG00000029204
ENSMUSG00000066720	ENSMUSG00000034610	ENSMUSG00000094065
ENSMUSG00000024905	ENSMUSG00000096685	ENSMUSG00000043366
ENSMUSG00000082292	ENSMUSG00000057370	ENSMUSG00000050164
ENSMUSG00000082056	ENSMUSG00000019338	ENSMUSG00000033427
ENSMUSG00000022075	ENSMUSG00000012483	ENSMUSG00000029369
ENSMUSG00000020124	ENSMUSG00000095937	ENSMUSG00000068893
ENSMUSG00000038160	ENSMUSG00000075277	ENSMUSG00000069892
ENSMUSG00000039345	ENSMUSG00000090404	ENSMUSG00000040605
ENSMUSG00000034998	ENSMUSG00000091700	ENSMUSG00000040016
ENSMUSG00000020519	ENSMUSG00000025264	ENSMUSG00000039106
ENSMUSG00000025090	ENSMUSG00000065304	ENSMUSG00000049583
ENSMUSG00000032715	ENSMUSG00000028576	ENSMUSG00000048373
ENSMUSG00000001855	ENSMUSG00000054074	ENSMUSG00000043460
ENSMUSG00000026966	ENSMUSG00000093413	ENSMUSG00000074491
ENSMUSG00000060550	ENSMUSG00000092951	ENSMUSG00000056529
ENSMUSG00000083077	ENSMUSG00000064052	ENSMUSG00000035692
ENSMUSG00000058626	ENSMUSG00000070443	ENSMUSG00000033208
ENSMUSG00000047642	ENSMUSG00000024579	ENSMUSG00000043832
ENSMUSG00000095709	ENSMUSG00000034674	ENSMUSG00000096873
ENSMUSG00000089898	ENSMUSG00000078308	ENSMUSG00000075184
ENSMUSG00000082181	ENSMUSG00000097469	ENSMUSG00000035557
ENSMUSG00000041408	ENSMUSG00000027852	ENSMUSG00000044156
ENSMUSG00000022387	ENSMUSG00000036403	ENSMUSG00000071489
ENSMUSG00000085865	ENSMUSG00000082379	ENSMUSG00000044667
ENSMUSG00000020107	ENSMUSG00000037993	ENSMUSG00000054072
ENSMUSG00000061852	ENSMUSG00000064405	ENSMUSG00000015340
ENSMUSG00000062204	ENSMUSG00000078867	ENSMUSG00000047735
ENSMUSG00000040843	ENSMUSG00000029097	ENSMUSG00000090799
ENSMUSG00000084792	ENSMUSG00000084076	ENSMUSG00000039653
ENSMUSG00000022663	ENSMUSG00000015087	ENSMUSG00000097888
ENSMUSG00000094968	ENSMUSG00000071451	ENSMUSG00000004707
ENSMUSG00000020700	ENSMUSG00000014426	ENSMUSG00000042828
ENSMUSG00000042303	ENSMUSG00000085626	ENSMUSG00000040280
ENSMUSG00000024160	ENSMUSG00000074637	ENSMUSG00000020123
ENSMUSG00000010453	ENSMUSG00000041638	ENSMUSG00000021094
ENSMUSG00000035828	ENSMUSG00000055110	ENSMUSG00000047021
ENSMUSG00000036430	ENSMUSG00000080726	ENSMUSG00000039865
ENSMUSG00000024986	ENSMUSG00000098208	ENSMUSG00000066364
ENSMUSG00000042472	ENSMUSG00000052848	ENSMUSG00000090176
ENSMUSG00000035765	ENSMUSG00000089082	ENSMUSG00000096271
ENSMUSG00000027403	ENSMUSG00000070490	ENSMUSG00000037101
ENSMUSG00000096729	ENSMUSG00000024294	ENSMUSG00000020429
ENSMUSG00000035529	ENSMUSG00000091882	ENSMUSG00000031212
ENSMUSG00000096484	ENSMUSG00000074250	ENSMUSG00000040533
ENSMUSG00000025198	ENSMUSG00000064016	ENSMUSG00000073557
ENSMUSG00000071253	ENSMUSG00000028453	ENSMUSG00000022594
ENSMUSG00000079737	ENSMUSG00000096970	ENSMUSG00000079017
ENSMUSG00000050818	ENSMUSG00000005609	ENSMUSG00000000489
ENSMUSG00000084115	ENSMUSG00000083438	ENSMUSG00000024338
ENSMUSG00000085733	ENSMUSG00000070563	ENSMUSG00000023011
ENSMUSG00000082790	ENSMUSG00000097853	ENSMUSG00000030866
ENSMUSG00000020515	ENSMUSG00000060187	ENSMUSG00000054404
ENSMUSG00000086598	ENSMUSG00000030435	ENSMUSG00000063388
ENSMUSG00000092124	ENSMUSG00000097864	ENSMUSG00000037362
ENSMUSG00000093489	ENSMUSG00000032264	ENSMUSG00000030433
ENSMUSG00000044816	ENSMUSG00000074414	ENSMUSG00000092572
ENSMUSG00000046337	ENSMUSG00000089965	ENSMUSG00000089678
ENSMUSG00000026601	ENSMUSG00000098006	ENSMUSG00000089961
ENSMUSG00000078958	ENSMUSG00000051361	ENSMUSG00000006529
ENSMUSG00000026807	ENSMUSG00000097928	ENSMUSG00000031163
ENSMUSG00000070732	ENSMUSG00000035623	ENSMUSG00000043719
ENSMUSG00000048874	ENSMUSG00000082134	ENSMUSG00000050963
ENSMUSG00000075006	ENSMUSG00000024565	ENSMUSG00000053063
ENSMUSG00000025158	ENSMUSG00000084302	ENSMUSG00000025044
ENSMUSG00000072066	ENSMUSG00000023072	ENSMUSG00000022595
ENSMUSG00000005936	ENSMUSG00000080303	ENSMUSG00000036095
ENSMUSG00000020608	ENSMUSG00000081025	ENSMUSG00000096334
ENSMUSG00000002076	ENSMUSG00000033737	ENSMUSG00000029675
ENSMUSG00000023931	ENSMUSG00000041879	ENSMUSG00000024517
ENSMUSG00000093978	ENSMUSG00000083392	ENSMUSG00000031130
ENSMUSG00000019767	ENSMUSG00000018401	ENSMUSG00000030307
ENSMUSG00000083204	ENSMUSG00000031530	ENSMUSG00000015854
ENSMUSG00000018559	ENSMUSG00000031697	ENSMUSG00000034308
ENSMUSG00000082332	ENSMUSG00000026434	ENSMUSG00000049037
ENSMUSG00000081519	ENSMUSG00000029641	ENSMUSG00000074063
ENSMUSG00000095824	ENSMUSG00000052488	ENSMUSG00000037884
ENSMUSG00000037594	ENSMUSG00000030271	ENSMUSG00000056071
ENSMUSG00000026024	ENSMUSG00000031843	ENSMUSG00000050600
ENSMUSG00000089241	ENSMUSG00000059585	ENSMUSG00000094002
ENSMUSG00000012296	ENSMUSG00000082336	ENSMUSG00000030895
ENSMUSG00000094336	ENSMUSG00000080813	ENSMUSG00000029915
ENSMUSG00000021671	ENSMUSG00000097989	ENSMUSG00000031173
ENSMUSG00000085035	ENSMUSG00000097218	ENSMUSG00000027068
ENSMUSG00000091040	ENSMUSG00000044287	ENSMUSG00000097215
ENSMUSG00000025386	ENSMUSG00000077575	ENSMUSG00000030244
ENSMUSG00000097748	ENSMUSG00000040749	ENSMUSG00000092085
ENSMUSG00000085793	ENSMUSG00000089748	ENSMUSG00000019890
ENSMUSG00000072672	ENSMUSG00000082214	ENSMUSG00000030771
ENSMUSG00000083149	ENSMUSG00000044155	ENSMUSG00000028116
ENSMUSG00000036775	ENSMUSG00000039842	ENSMUSG00000084898
ENSMUSG00000062352	ENSMUSG00000005980	ENSMUSG00000045441
ENSMUSG00000047714	ENSMUSG00000078786	ENSMUSG00000031097
ENSMUSG00000091788	ENSMUSG00000012422	ENSMUSG00000030228
ENSMUSG00000026975	ENSMUSG00000055923	ENSMUSG00000003484
ENSMUSG00000090379	ENSMUSG00000024868	ENSMUSG00000022508
ENSMUSG00000033987	ENSMUSG00000030322	ENSMUSG00000020621
ENSMUSG00000037579	ENSMUSG00000030254	ENSMUSG00000030786
ENSMUSG00000035397	ENSMUSG00000040029	ENSMUSG00000026938
ENSMUSG00000094338	ENSMUSG00000086515	ENSMUSG00000092323
ENSMUSG00000092502	ENSMUSG00000004100	ENSMUSG00000074676
ENSMUSG00000021012	ENSMUSG00000050702	ENSMUSG00000004044
ENSMUSG00000094237	ENSMUSG00000090098	ENSMUSG00000001155
ENSMUSG00000026353	ENSMUSG00000009470	ENSMUSG00000005628
ENSMUSG00000024150	ENSMUSG00000090522	ENSMUSG00000008461
ENSMUSG00000018906	ENSMUSG00000098009	ENSMUSG00000066975
ENSMUSG00000020226	ENSMUSG00000080542	ENSMUSG00000086003
ENSMUSG00000095367	ENSMUSG00000029253	ENSMUSG00000022479
ENSMUSG00000094278	ENSMUSG00000051306	ENSMUSG00000032355
ENSMUSG00000005682	ENSMUSG00000081354	ENSMUSG00000072618
ENSMUSG00000037580	ENSMUSG00000087264	ENSMUSG00000083289
ENSMUSG00000021133	ENSMUSG00000063524	ENSMUSG00000037428
ENSMUSG00000096192	ENSMUSG00000084985	ENSMUSG00000054422
ENSMUSG00000021056	ENSMUSG00000031984	ENSMUSG00000049555
ENSMUSG00000081968	ENSMUSG00000044145	ENSMUSG00000073878
ENSMUSG00000038057	ENSMUSG00000045027	ENSMUSG00000044534
ENSMUSG00000033863	ENSMUSG00000072476	ENSMUSG00000024778
ENSMUSG00000047604	ENSMUSG00000069309	ENSMUSG00000044052
ENSMUSG00000027331	ENSMUSG00000056380	ENSMUSG00000022421
ENSMUSG00000079247	ENSMUSG00000098232	ENSMUSG00000021303
ENSMUSG00000089844	ENSMUSG00000027936	ENSMUSG00000019936
ENSMUSG00000059562	ENSMUSG00000047213	ENSMUSG00000027399
ENSMUSG00000082737	ENSMUSG00000055691	ENSMUSG00000036814
ENSMUSG00000075571	ENSMUSG00000038252	ENSMUSG00000009281
ENSMUSG00000034429	ENSMUSG00000002930	ENSMUSG00000001739
ENSMUSG00000081054	ENSMUSG00000022668	ENSMUSG00000095320
ENSMUSG00000026404	ENSMUSG00000066043	ENSMUSG00000079355
ENSMUSG00000043415	ENSMUSG00000078284	ENSMUSG00000036634
ENSMUSG00000055833	ENSMUSG00000039693	ENSMUSG00000032925
ENSMUSG00000021357	ENSMUSG00000090256	ENSMUSG00000074264
ENSMUSG00000075288	ENSMUSG00000033502	ENSMUSG00000004612
ENSMUSG00000025049	ENSMUSG00000038563	ENSMUSG00000027713
ENSMUSG00000044595	ENSMUSG00000064264	ENSMUSG00000048163
ENSMUSG00000020375	ENSMUSG00000097315	ENSMUSG00000071265
ENSMUSG00000018648	ENSMUSG00000065147	ENSMUSG00000033182
ENSMUSG00000037536	ENSMUSG00000039852	ENSMUSG00000036855
ENSMUSG00000024847	ENSMUSG00000055891	ENSMUSG00000027420
ENSMUSG00000069300	ENSMUSG00000038965	ENSMUSG00000062694
ENSMUSG00000038496	ENSMUSG00000021474	ENSMUSG00000073902
ENSMUSG00000020448	ENSMUSG00000087624	ENSMUSG00000034282
ENSMUSG00000027364	ENSMUSG00000048109	ENSMUSG00000006411
ENSMUSG00000096337	ENSMUSG00000063785	ENSMUSG00000066189
ENSMUSG00000054003	ENSMUSG00000044617	ENSMUSG00000019122
ENSMUSG00000047938	ENSMUSG00000085562	ENSMUSG00000035172
ENSMUSG00000039157	ENSMUSG00000033365	ENSMUSG00000019867
ENSMUSG00000057072	ENSMUSG00000041718	ENSMUSG00000021211
ENSMUSG00000025277	ENSMUSG00000081866	ENSMUSG00000009292
ENSMUSG00000018541	ENSMUSG00000092257	ENSMUSG00000053593
ENSMUSG00000046605	ENSMUSG00000039095	ENSMUSG00000035811
ENSMUSG00000046010	ENSMUSG00000077257	ENSMUSG00000048148
ENSMUSG00000035329	ENSMUSG00000031546	ENSMUSG00000049349
ENSMUSG00000026743	ENSMUSG00000052299	ENSMUSG00000028270
ENSMUSG00000015365	ENSMUSG00000085666	ENSMUSG00000039208
ENSMUSG00000082369	ENSMUSG00000027263	ENSMUSG00000047420
ENSMUSG00000073460	ENSMUSG00000097176	ENSMUSG00000054385
ENSMUSG00000024283	ENSMUSG00000033658	ENSMUSG00000090066
ENSMUSG00000056055	ENSMUSG00000097393	ENSMUSG00000095538
ENSMUSG00000021192	ENSMUSG00000085241	ENSMUSG00000073051
ENSMUSG00000048502	ENSMUSG00000035443	ENSMUSG00000043461
ENSMUSG00000018347	ENSMUSG00000071102	ENSMUSG00000024672
ENSMUSG00000023210	ENSMUSG00000086695	ENSMUSG00000021886
ENSMUSG00000059995	ENSMUSG00000046562	ENSMUSG00000026407
ENSMUSG00000085115	ENSMUSG00000071478	ENSMUSG00000070645
ENSMUSG00000050945	ENSMUSG00000088626	ENSMUSG00000007682
ENSMUSG00000072675	ENSMUSG00000081670	ENSMUSG00000046491
ENSMUSG00000020455	ENSMUSG00000097137	ENSMUSG00000056025
ENSMUSG00000039458	ENSMUSG00000079681	ENSMUSG00000026621
ENSMUSG00000026270	ENSMUSG00000093726	ENSMUSG00000039070
ENSMUSG00000069308	ENSMUSG00000097737	ENSMUSG00000043157
ENSMUSG00000037085	ENSMUSG00000030880	ENSMUSG00000037683
ENSMUSG00000095595	ENSMUSG00000064906	ENSMUSG00000078157
ENSMUSG00000051510	ENSMUSG00000035187	ENSMUSG00000024041
ENSMUSG00000032705	ENSMUSG00000083043	ENSMUSG00000022372
ENSMUSG00000036104	ENSMUSG00000070504	ENSMUSG00000044951
ENSMUSG00000039087	ENSMUSG00000078684	ENSMUSG00000041523
ENSMUSG00000097457	ENSMUSG00000030981	ENSMUSG00000021390
ENSMUSG00000020707	ENSMUSG00000022008	ENSMUSG00000038760
ENSMUSG00000070330	ENSMUSG00000090023	ENSMUSG00000031786
ENSMUSG00000085952	ENSMUSG00000013155	ENSMUSG00000029608
ENSMUSG00000024969	ENSMUSG00000026374	ENSMUSG00000098239
ENSMUSG00000084280	ENSMUSG00000089631	ENSMUSG00000006542
